ID,Count
18854,463.633018
18855,457.7769557
18856,446.0929178
18857,456.4849708
18858,467.7196227
18859,496.2977684
18860,476.9250155
18861,445.1590374
18862,446.7740186
18863,436.2134458
18864,706.0763798
18865,563.4858911
18866,476.8826217
18867,394.0310732
18868,331.6571451
18869,296.8878522
18870,319.2350592
18871,370.2283491
18872,426.3410441
18873,550.925782
18874,781.9765792
18875,866.9235704
18876,876.1083854
18877,774.8495643
18878,828.5029372
18879,818.0382709
18880,797.1591286
18881,815.7295196
18882,835.8056179
18883,886.8741932
18884,852.255471
18885,795.4903029
18886,798.376242
18887,779.5047096
18888,701.1316888
18889,559.539769
18890,473.542987
18891,391.2716524
18892,329.3345322
18893,294.8087306
18894,316.9994389
18895,367.63562
18896,423.3553547
18897,547.0676191
18898,776.500355
18899,860.8524579
18900,869.9729511
18901,769.4232509
18902,822.7008864
18903,812.3095047
18904,791.5765802
18905,810.0169217
18906,829.9524261
18907,880.6633653
18908,846.28708
18909,789.9194414
18910,792.7851701
18911,774.045796
18912,726.0780133
18913,579.448241
18914,490.3916863
18915,405.1931307
18916,341.0522826
18917,305.29805
18918,328.2783056
18919,380.7161263
18920,438.4183739
18921,566.532331
18922,804.128303
18923,891.4816607
18924,900.9266619
18925,796.7993949
18926,851.9726531
18927,841.2115452
18928,819.7409415
18929,838.8373919
18930,859.4822032
18931,911.997442
18932,876.3980455
18933,818.0248416
18934,820.9925332
18935,801.5864106
18936,685.3099458
18937,546.9131904
18938,462.8570124
18939,382.4422133
18940,321.9027667
18941,288.1560746
18942,309.8460272
18943,359.3395519
18944,413.8019146
18945,534.7224871
18946,758.9778422
18947,841.4264549
18948,850.341135
18949,752.0604401
18950,804.135812
18951,793.9789224
18952,773.7138571
18953,791.7380738
18954,811.2237134
18955,860.7903092
18956,827.1897594
18957,772.0941133
18958,774.895174
18959,756.5786728
18960,663.2413116
18961,529.3012656
18962,447.9518995
18963,370.126651
18964,311.5367207
18965,278.8767535
18966,299.8682373
18967,347.767951
18968,400.4764943
18969,517.5031324
18970,734.5369238
18971,814.3304922
18972,822.9580981
18973,727.8422788
18974,778.2406981
18975,768.4108848
18976,748.7984036
18977,766.2421969
18978,785.100352
18979,833.0707837
18980,800.5522527
18981,747.2308194
18982,749.9416792
18983,732.2150135
18984,429.8750022
18985,343.0627416
18986,290.3367453
18987,239.8948801
18988,201.9202455
18989,180.7519268
18990,194.3574034
18991,225.4032523
18992,259.5659089
18993,335.4158679
18994,476.0847315
18995,527.8023489
18996,533.3942685
18997,471.7456463
18998,504.4110129
18999,498.0398914
19000,485.3282052
19001,496.6342722
19002,508.8570474
19003,539.9487317
19004,518.8720838
19005,484.312187
19006,486.0692109
19007,474.5798023
19008,408.3670131
19009,325.8982411
19010,275.8102911
19011,227.8921899
19012,191.817545
19013,171.7083433
19014,184.6330954
19015,214.1256235
19016,246.5790157
19017,318.6339644
19018,452.2647253
19019,501.3947487
19020,506.7068872
19021,448.1427381
19022,479.1737544
19023,473.1213999
19024,461.0457191
19025,471.7861083
19026,483.3973399
19027,512.9334101
19028,492.9112927
19029,460.0805355
19030,461.7496501
19031,450.8350924
19032,729.7434082
19033,582.373418
19034,492.867287
19035,407.2386311
19036,342.7739865
19037,306.839259
19038,329.9355237
19039,382.6380616
19040,440.6316023
19041,569.3923057
19042,808.1877123
19043,895.9820482
19044,905.4747298
19045,800.8218064
19046,856.2735908
19047,845.4581586
19048,823.8791667
19049,843.0720201
19050,863.8210507
19051,916.6013975
19052,880.8222877
19053,822.1544035
19054,825.1370767
19055,805.6329879
19056,724.633232
19057,578.29523
19058,489.4158838
19059,404.38686
19060,340.3736421
19061,304.6905548
19062,327.6250833
19063,379.958561
19064,437.5459901
19065,565.4050206
19066,802.5282139
19067,889.7077522
19068,899.1339593
19069,795.2138892
19070,850.2773613
19071,839.5376663
19072,818.1097857
19073,837.1682372
19074,857.7719686
19075,910.1827102
19076,874.654151
19077,816.3971005
19078,819.3588869
19079,799.9913794
19080,750.4155011
19081,598.8708296
19082,506.8291785
19083,418.7748433
19084,352.4840511
19085,315.5313686
19086,339.2819018
19087,393.4773915
19088,453.113767
19089,585.5219897
19090,831.0819669
19091,921.3633314
19092,931.1249206
19093,823.5074005
19094,880.5300171
19095,869.4082065
19096,847.2179272
19097,866.9544737
19098,888.2912806
19099,942.5667833
19100,905.7741268
19101,845.4443051
19102,848.5114711
19103,828.4548726
19104,708.2811332
19105,565.2453996
19106,478.3717079
19107,395.261452
19108,332.6927586
19109,297.8148971
19110,320.2318842
19111,371.3844028
19112,427.672312
19113,552.6460711
19114,784.4183342
19115,869.630576
19116,878.8440709
19117,777.2690648
19118,831.0899727
19119,820.59263
19120,799.6482917
19121,818.2766695
19122,838.4154564
19123,889.6434954
19124,854.9166748
19125,797.974255
19126,800.8692057
19127,781.938746
19128,685.4725867
19129,547.0429863
19130,462.9668598
19131,382.5329763
19132,321.9791622
19133,288.2244611
19134,309.9195613
19135,359.424832
19136,413.90012
19137,534.8493899
19138,759.1579663
19139,841.6261461
19140,850.5429419
19141,752.2389225
19142,804.3266532
19143,794.1673531
19144,773.8974785
19145,791.9259727
19146,811.4162368
19147,860.994596
19148,827.3860719
19149,772.2773503
19150,775.0790757
19151,756.7582275
19152,444.2841496
19153,354.5619952
19154,300.0686557
19155,247.9360099
19156,208.6884888
19157,186.810621
19158,200.8721449
19159,232.9586316
19160,268.2663996
19161,346.6588029
19162,492.0428009
19163,545.4939612
19164,551.2733185
19165,487.5582722
19166,521.3185619
19167,514.7338843
19168,501.5961102
19169,513.2811496
19170,525.9136247
19171,558.0474833
19172,536.264359
19173,500.5460357
19174,502.361954
19175,490.4874274
19176,422.0551312
19177,336.8220755
19178,285.0552196
19179,235.5309441
19180,198.2471074
19181,177.4638623
19182,190.8218412
19183,221.302934
19184,254.8441365
19185,329.3143063
19186,467.4242578
19187,518.2010782
19188,523.691275
19189,463.164105
19190,495.2352548
19191,488.9800306
19192,476.4995831
19193,487.5999811
19194,499.6004113
19195,530.1265057
19196,509.4332638
19197,475.5020474
19198,477.2271092
19199,465.9467048
19200,754.2039468
19201,601.8942075
19202,509.3878874
19203,420.889013
19204,354.2635542
19205,317.1243173
19206,340.9947543
19207,395.463848
19208,455.4012956
19209,588.4779765
19210,835.2776544
19211,926.0148011
19212,935.8256713
19213,827.664848
19214,884.9753412
19215,873.7973825
19216,851.4950765
19217,871.3312622
19218,892.7757872
19219,947.3252979
19220,910.346895
19221,849.7125003
19222,852.7951508
19223,832.6372972
19224,748.9223406
19225,597.6792094
19226,505.8207008
19227,417.9415742
19228,351.782686
19229,314.9035311
19230,338.606806
19231,392.6944587
19232,452.212171
19233,584.3569308
19234,829.4282981
19235,919.5300226
19236,929.2721884
19237,821.8688033
19238,878.7779575
19239,867.6782769
19240,845.5321513
19241,865.2294264
19242,886.5237779
19243,940.6912844
19244,903.9718371
19245,843.7620584
19246,846.8231214
19247,826.806431
19248,775.5689425
19249,618.9445918
19250,523.8177642
19251,432.8119047
19252,364.2990882
19253,326.1077756
19254,350.6544114
19255,406.6664988
19256,468.3018469
19257,605.1483075
19258,858.939296
19259,952.2468334
19260,962.3356247
19261,851.110835
19262,910.0448128
19263,898.5502063
19264,875.6161232
19265,896.0142259
19266,918.0662289
19267,974.1610113
19268,936.1350887
19269,873.7830505
19270,876.9530259
19271,856.2241432
19272,732.0221438
19273,584.1919682
19274,494.4063406
19275,408.5102961
19276,343.8443507
19277,307.7974116
19278,330.9657979
19279,383.8329076
19280,442.007542
19281,571.1703203
19282,810.7114021
19283,898.7798894
19284,908.3022132
19285,803.3224951
19286,858.9474362
19287,848.0982311
19288,826.4518555
19289,845.7046415
19290,866.5184642
19291,919.4636257
19292,883.5727902
19293,824.7217065
19294,827.7136935
19295,808.1487002
19296,708.4491742
19297,565.3795051
19298,478.4852025
19299,395.3552285
19300,332.7716906
19301,297.8855543
19302,320.3078598
19303,371.4725144
19304,427.7737781
19305,552.7771874
19306,784.6044388
19307,869.8368974
19308,879.0525783
19309,777.4534733
19310,831.2871503
19311,820.7873171
19312,799.8380097
19313,818.4708072
19314,838.614372
19315,889.854565
19316,855.1195054
19317,798.1635759
19318,801.0592133
19319,782.1242624
19320,459.1762006
19321,366.4466309
19322,310.1267181
19323,256.2466276
19324,215.6835608
19325,193.0723643
19326,207.6052192
19327,240.7672195
19328,277.2584757
19329,358.27853
19330,508.5356838
19331,563.7784844
19332,569.7515613
19333,503.9008373
19334,538.7927451
19335,531.9873543
19336,518.4092124
19337,530.4859251
19338,543.5418307
19339,576.7527906
19340,554.2395134
19341,517.3239403
19342,519.2007267
19343,506.9281754
19344,436.2021349
19345,348.1121246
19346,294.6100786
19347,243.4257827
19348,204.8922169
19349,183.4123314
19350,197.2180608
19351,228.7208593
19352,263.3863403
19353,340.3527001
19354,483.092004
19355,535.5708293
19356,541.2450538
19357,478.6890539
19358,511.835207
19359,505.3703118
19360,492.4715282
19361,503.944004
19362,516.3466806
19363,547.8959891
19364,526.5091237
19365,491.4405557
19366,493.2234405
19367,481.5649245
19368,779.4842706
19369,622.0692285
19370,526.4621693
19371,434.9968821
19372,366.1381902
19373,327.7540753
19374,352.4246306
19375,408.7194855
19376,470.6659893
19377,608.203296
19378,863.2755052
19379,957.0540898
19380,967.1938127
19381,855.4075235
19382,914.6390195
19383,903.0863844
19384,880.0365226
19385,900.5376016
19386,922.7009303
19387,979.0788977
19388,940.8610078
19389,878.1941959
19390,881.3801744
19391,860.5466454
19392,774.0257057
19393,617.7130081
19394,522.7754651
19395,431.9506902
19396,363.5742013
19397,325.4588823
19398,349.9566748
19399,405.8573087
19400,467.370014
19401,603.9441758
19402,857.2301679
19403,950.3520407
19404,960.4207572
19405,849.417284
19406,908.2339942
19407,896.7622598
19408,873.8738113
19409,894.2313256
19410,916.2394492
19411,972.2226135
19412,934.2723554
19413,872.044386
19414,875.2080538
19415,854.5204177
19416,801.5654112
19417,639.6911338
19418,541.3757289
19419,447.3194236
19420,376.5101107
19421,337.038655
19422,362.4080749
19423,420.297644
19424,483.9989611
19425,625.4324088
19426,887.7302742
19427,984.1654077
19428,994.5923675
19429,879.6394092
19430,940.5488082
19431,928.6689114
19432,904.9660957
19433,926.0479269
19434,948.8390959
19435,1006.814132
19436,967.5136099
19437,903.0715798
19438,906.3478103
19439,884.9241115
19440,756.5590199
19441,603.773679
19442,510.9784993
19443,422.2032787
19444,355.3697756
19445,318.114568
19446,342.0595427
19447,396.6987212
19448,456.8233291
19449,590.3155546
19450,837.8858878
19451,928.9063698
19452,938.7478754
19453,830.2493097
19454,887.7387604
19455,876.5258975
19456,854.1539503
19457,874.0520764
19458,895.563564
19459,950.2834107
19460,913.1895392
19461,852.3658079
19462,855.4580843
19463,835.2372859
19464,732.1958455
19465,584.3305913
19466,494.5236584
19467,408.6072316
19468,343.9259417
19469,307.8704489
19470,331.0443329
19471,383.9239874
19472,442.1124261
19473,571.3058535
19474,810.9037761
19475,898.9931611
19476,908.5177446
19477,803.5131157
19478,859.1512561
19479,848.2994766
19480,826.6479646
19481,845.9053191
19482,866.7240807
19483,919.6818055
19484,883.7824534
19485,824.917405
19486,827.910102
19487,808.3404661
19488,474.5674663
19489,378.7296662
19490,320.5219492
19491,264.8358356
19492,222.9131232
19493,199.5440151
19494,214.5640012
19495,248.8375686
19496,286.5519862
19497,370.2877762
19498,525.5814449
19499,582.6759456
19500,588.8492358
19501,520.7912415
19502,556.8527017
19503,549.8191989
19504,535.7859273
19505,548.2674429
19506,561.7609734
19507,596.0851415
19508,572.8172349
19509,534.6642775
19510,536.6039725
19511,523.9200539
19512,450.8232977
19513,359.7805774
19514,304.4851836
19515,251.5852292
19516,211.7600477
19517,189.5601728
19518,203.8286597
19519,236.387408
19520,272.2148494
19521,351.7610629
19522,499.2848794
19523,553.5227548
19524,559.387175
19525,494.7343457
19526,528.9915326
19527,522.3099391
19528,508.978798
19529,520.8358225
19530,533.6542273
19531,566.2610446
19532,544.1573078
19533,507.9132681
19534,509.7559138
19535,497.7066133
19536,805.6120348
19537,642.9205512
19538,544.1088107
19539,449.5776715
19540,378.4108847
19541,338.7401613
19542,364.2376562
19543,422.419475
19544,486.442382
19545,628.5898424
19546,892.2118926
19547,989.1338693
19548,999.6134686
19549,884.0801817
19550,945.2970757
19551,933.3572044
19552,909.5347274
19553,930.7229882
19554,953.6292161
19555,1011.896933
19556,972.3980066
19557,907.6306472
19558,910.9234175
19559,889.3915633
19560,799.9704608
19561,638.41828
19562,540.2985025
19563,446.4293499
19564,375.7609329
19565,336.3680173
19566,361.6869573
19567,419.4613381
19568,483.0359027
19569,624.1879269
19570,885.9638734
19571,982.2071208
19572,992.6133331
19573,877.8891076
19574,938.6773094
19575,926.8210511
19576,903.1653992
19577,924.2052819
19578,946.9511011
19579,1004.810779
19580,965.5884567
19581,901.274653
19582,904.5443645
19583,883.1632944
19584,828.4333158
19585,661.1331274
19586,559.5222597
19587,462.3132538
19588,389.1304628
19589,348.3359519
19590,374.5557368
19591,434.3857232
19592,500.2222634
19593,646.39646
19594,917.486364
19595,1017.153935
19596,1027.930399
19597,909.124299
19598,972.0753378
19599,959.7972353
19600,935.299918
19601,957.0883973
19602,980.6435101
19603,1040.561828
19604,999.9439806
19605,933.3418993
19606,936.7279467
19607,914.5861407
19608,781.9183081
19609,624.0117177
19610,528.1061135
19611,436.3552145
19612,367.2815027
19613,328.7775286
19614,353.5251207
19615,409.9957634
19616,472.1357029
19617,610.1024871
19618,865.9711913
19619,960.0426113
19620,970.2139968
19621,858.0786409
19622,917.4950946
19623,905.906385
19624,882.7845471
19625,903.3496433
19626,925.5821798
19627,982.1361945
19628,943.7989644
19629,880.9364675
19630,884.1323946
19631,863.2338103
19632,756.7385286
19633,603.9169364
19634,511.0997391
19635,422.3034549
19636,355.4540942
19637,318.190047
19638,342.1407031
19639,396.7928459
19640,456.9317196
19641,590.4556187
19642,838.084693
19643,929.1267714
19644,938.9706121
19645,830.4463029
19646,887.9493941
19647,876.7338707
19648,854.3566154
19649,874.2594627
19650,895.7760544
19651,950.5088844
19652,913.4062116
19653,852.5680487
19654,855.6610588
19655,835.4354626
19656,490.4746118
19657,391.4244005
19658,331.2656045
19659,273.7129342
19660,230.3850039
19661,206.2325809
19662,221.7560256
19663,257.1784173
19664,296.1569939
19665,382.6995447
19666,543.1985407
19667,602.2068063
19668,608.5870205
19669,538.2477734
19670,575.5179866
19671,568.2487261
19672,553.7450697
19673,566.6449564
19674,580.5907799
19675,616.0654684
19676,592.017639
19677,552.5858231
19678,554.5905353
19679,541.4814612
19680,465.9345719
19681,371.8401649
19682,314.691309
19683,260.018186
19684,218.8580929
19685,195.9140942
19686,210.6608505
19687,244.3109447
19688,281.3392964
19689,363.551842
19690,516.0205512
19691,572.0764414
19692,578.1374328
19693,511.3174869
19694,546.7229501
19695,539.8173944
19696,526.0394031
19697,538.2938665
19698,551.5419351
19699,585.2417095
19700,562.3970713
19701,524.9381574
19702,526.8425672
19703,514.3893828
19704,832.6155484
19705,664.4707678
19706,562.3469315
19707,464.6471792
19708,391.0949349
19709,350.0944784
19710,376.4466303
19711,436.5786603
19712,502.7475672
19713,649.6597043
19714,922.1181687
19715,1022.288898
19716,1033.119765
19717,913.7138889
19718,976.9827275
19719,964.6426407
19720,940.021652
19721,961.9201275
19722,985.594155
19723,1045.814963
19724,1004.992061
19725,938.0537485
19726,941.45689
19727,919.2033041
19728,826.7848959
19729,659.8176021
19730,558.4089201
19731,461.393341
19732,388.3561695
19733,347.6428316
19734,373.8104443
19735,433.5213808
19736,499.2269191
19737,645.1102577
19738,915.6607459
19739,1015.129998
19740,1025.885019
19741,907.3153198
19742,970.1410984
19743,957.8874269
19744,933.4388545
19745,955.183979
19746,978.6922217
19747,1038.491314
19748,997.9542881
19749,931.4847318
19750,934.8640417
19751,912.7662936
19752,856.2017838
19753,683.2938176
19754,578.2770293
19755,477.8096498
19756,402.1738262
19757,360.0119137
19758,387.1105662
19759,448.9460092
19760,516.9893412
19761,668.0631881
19762,948.2398238
19763,1051.248177
19764,1062.385861
19765,939.5974686
19766,1004.658579
19767,991.968924
19768,966.6504749
19769,989.1692878
19770,1013.51395
19771,1075.440686
19772,1033.461358
19773,964.6268248
19774,968.1263701
19775,945.2423872
19776,808.1276463
19777,644.9281408
19778,545.8078498
19779,450.9815268
19780,379.592514
19781,339.7979144
19782,365.375028
19783,423.7385259
19784,487.9613514
19785,630.5526828
19786,894.9979216
19787,992.2225478
19788,1002.734871
19789,886.8408185
19790,948.248869
19791,936.2717141
19792,912.3748489
19793,933.6292723
19794,956.6070274
19795,1015.056692
19796,975.4344255
19797,910.464823
19798,913.7678753
19799,892.1687855
19800,782.1038423
19801,624.1597837
19802,528.2314229
19803,436.4587532
19804,367.3686515
19805,328.8555412
19806,353.6090055
19807,410.0930475
19808,472.2477316
19809,610.2472527
19810,866.1766696
19811,960.270411
19812,970.4442099
19813,858.2822464
19814,917.7127986
19815,906.1213391
19816,882.9940148
19817,903.5639908
19818,925.8018026
19819,982.3692365
19820,944.0229097
19821,881.1454967
19822,884.3421822
19823,863.438639
19824,506.9149664
19825,404.5446636
19826,342.3693882
19827,282.887594
19828,238.1073427
19829,213.1453479
19830,229.1891274
19831,265.798852
19832,306.0839623
19833,395.5273569
19834,561.4061633
19835,622.3923433
19836,628.9864177
19837,556.2894498
19838,594.8089337
19839,587.2960128
19840,572.3062043
19841,585.6384859
19842,600.0517633
19843,636.7155377
19844,611.8616425
19845,571.1081006
19846,573.1800092
19847,559.6315285
19848,481.5523537
19849,384.3039717
19850,325.2395286
19851,268.733803
19852,226.1940541
19853,202.4809895
19854,217.7220462
19855,252.5000666
19856,290.7695812
19857,375.7378304
19858,533.3171779
19859,591.2520199
19860,597.5161713
19861,528.4564703
